generation,meanFitness,bestFitness,diversity
0,0.17271111111111095,0.27555555555555555,0.997142857142857
10,0.19706666666666664,0.3111111111111111,0.9970238095238096
20,0.1937777777777778,0.35555555555555557,0.9978571428571428
30,0.1973333333333334,0.3288888888888889,0.9970238095238091
40,0.1917333333333332,0.32,0.993452380952381
50,0.1958888888888891,0.28444444444444444,0.9967857142857142
60,0.1988888888888889,0.36444444444444446,0.9971428571428571
70,0.20988888888888918,0.3377777777777778,0.9957142857142858
80,0.1984222222222223,0.3111111111111111,0.995952380952381
90,0.19591111111111126,0.32,0.9978571428571428
100,0.20013333333333322,0.3466666666666667,0.993095238095238
110,0.2022666666666667,0.3288888888888889,0.9957142857142858
120,0.2117333333333332,0.3466666666666667,0.9939285714285713
130,0.2205555555555558,0.36444444444444446,0.9979761904761902
140,0.20255555555555543,0.37333333333333335,0.9952380952380953
150,0.20246666666666668,0.3466666666666667,0.9979761904761905
160,0.2023333333333333,0.3466666666666667,0.9972619047619048
170,0.21040000000000003,0.39111111111111113,0.996547619047619
180,0.21095555555555556,0.35555555555555557,0.9970238095238093
190,0.19848888888888871,0.3288888888888889,0.9978571428571428
200,0.19837777777777765,0.37333333333333335,0.9971428571428571
210,0.19417777777777773,0.3466666666666667,0.9929761904761907
220,0.20053333333333334,0.3466666666666667,0.9940476190476192
230,0.1926888888888888,0.3288888888888889,0.9977380952380951
240,0.19217777777777773,0.32,0.9947619047619047
250,0.1941333333333334,0.3022222222222222,0.9971428571428573
260,0.19477777777777774,0.3288888888888889,0.9951190476190479
270,0.20188888888888887,0.3466666666666667,0.9977380952380953
280,0.1970444444444444,0.3377777777777778,0.9966666666666665
290,0.19768888888888905,0.3111111111111111,0.9974999999999998
300,0.20439999999999983,0.3377777777777778,0.9984523809523808
310,0.20275555555555555,0.3466666666666667,0.9977380952380951
320,0.2004666666666666,0.3288888888888889,0.9967857142857142
330,0.19991111111111096,0.3288888888888889,0.9966666666666667
340,0.1974222222222223,0.35555555555555557,0.9955952380952381
350,0.2033333333333333,0.3377777777777778,0.9966666666666665
360,0.19786666666666658,0.3377777777777778,0.9976190476190474
370,0.1982444444444444,0.3466666666666667,0.9973809523809525
380,0.1967777777777777,0.3377777777777778,0.9903571428571428
390,0.20397777777777784,0.38222222222222224,0.9957142857142856
400,0.2009111111111112,0.3288888888888889,0.9984523809523808
410,0.2006666666666666,0.35555555555555557,0.9976190476190474
420,0.20037777777777774,0.35555555555555557,0.9974999999999998
430,0.198,0.35555555555555557,0.9961904761904761
440,0.20293333333333352,0.37333333333333335,0.9926190476190475
450,0.2097777777777777,0.3288888888888889,0.9959523809523809
460,0.2037555555555556,0.3377777777777778,0.9971428571428571
470,0.2018444444444444,0.35555555555555557,0.9967857142857142
480,0.1911555555555554,0.3022222222222222,0.9965476190476188
490,0.19953333333333345,0.3377777777777778,0.9966666666666665
500,0.20202222222222224,0.35555555555555557,0.9980952380952379
