generation,meanFitness,bestFitness,diversity
0,0.645625,0.7430555555555556,0.8612068965517242
10,0.7515972222222218,0.8194444444444444,0.7758620689655171
20,0.7965277777777783,0.8611111111111112,0.7318965517241379
30,0.8271006944444439,0.9027777777777778,0.668103448275862
40,0.8434027777777773,0.9236111111111112,0.581896551724138
50,0.8497916666666664,0.9305555555555556,0.6724137931034482
60,0.8615798611111113,0.9444444444444444,0.5655172413793104
70,0.8729687499999998,0.9375,0.5767241379310345
80,0.8736458333333336,0.9444444444444444,0.5689655172413793
90,0.8768750000000007,0.9444444444444444,0.5491379310344828
100,0.88296875,0.9444444444444444,0.6077586206896552
110,0.8802951388888879,0.9513888888888888,0.5672413793103448
120,0.8910590277777777,0.9513888888888888,0.5560344827586207
130,0.890173611111112,0.9583333333333334,0.5120689655172413
140,0.8856770833333326,0.9583333333333334,0.5775862068965516
150,0.8798437499999996,0.9513888888888888,0.5120689655172412
160,0.8857986111111116,0.9513888888888888,0.5250000000000001
170,0.8845659722222229,0.9444444444444444,0.4741379310344828
180,0.8893923611111113,0.9444444444444444,0.44741379310344814
190,0.8885243055555557,0.9652777777777778,0.3896551724137931
200,0.8940277777777778,0.9583333333333334,0.30775862068965515
210,0.8974305555555563,0.9583333333333334,0.29224137931034483
220,0.9049652777777782,0.9583333333333334,0.28620689655172415
230,0.9027256944444444,0.9722222222222222,0.3008620689655173
240,0.9043750000000004,0.9722222222222222,0.29827586206896556
250,0.906128472222222,0.9652777777777778,0.24310344827586206
260,0.9035416666666669,0.9722222222222222,0.26551724137931026
270,0.9072222222222223,0.9652777777777778,0.25086206896551727
280,0.9023611111111116,0.9652777777777778,0.28534482758620683
290,0.904357638888889,0.9652777777777778,0.27672413793103445
300,0.9031249999999998,0.9583333333333334,0.2594827586206897
310,0.9064062499999995,0.9722222222222222,0.2543103448275862
320,0.9076388888888884,0.9722222222222222,0.2560344827586207
330,0.9025173611111116,0.9722222222222222,0.26637931034482754
340,0.901371527777777,0.9583333333333334,0.26724137931034486
350,0.9049826388888885,0.9722222222222222,0.278448275862069
360,0.9036111111111116,0.9652777777777778,0.2534482758620691
370,0.9041666666666666,0.9652777777777778,0.24741379310344822
380,0.9024826388888879,0.9583333333333334,0.25775862068965516
390,0.9028472222222222,0.9583333333333334,0.2775862068965517
400,0.9042013888888895,0.9722222222222222,0.28620689655172415
410,0.9059722222222226,0.9652777777777778,0.28793103448275864
420,0.900763888888889,0.9583333333333334,0.2810344827586207
430,0.9009722222222217,0.9583333333333334,0.3
440,0.9042361111111109,0.9722222222222222,0.27758620689655167
450,0.9023958333333333,0.9722222222222222,0.2689655172413793
460,0.9006423611111116,0.9583333333333334,0.275
470,0.9009027777777777,0.9722222222222222,0.28189655172413797
480,0.9023263888888896,0.9583333333333334,0.29310344827586204
490,0.9042361111111109,0.9583333333333334,0.271551724137931
500,0.8987326388888889,0.9583333333333334,0.2896551724137931
