generation,meanFitness,bestFitness,diversity
0,0.645625,0.7430555555555556,0.8612068965517242
10,0.7515972222222218,0.8194444444444444,0.7758620689655171
20,0.7968229166666668,0.875,0.6982758620689656
30,0.8292187499999997,0.9166666666666666,0.6844827586206896
40,0.8475520833333335,0.9166666666666666,0.6241379310344829
50,0.8595486111111112,0.9166666666666666,0.7603448275862068
60,0.8642881944444442,0.9305555555555556,0.6732758620689656
70,0.8707465277777777,0.9375,0.678448275862069
80,0.8722916666666675,0.9513888888888888,0.6913793103448276
90,0.8767013888888888,0.9444444444444444,0.6672413793103447
100,0.8841145833333335,0.9444444444444444,0.7250000000000001
110,0.8808159722222215,0.9444444444444444,0.6500000000000001
120,0.8840104166666667,0.9444444444444444,0.7181034482758623
130,0.8826215277777775,0.9444444444444444,0.7284482758620691
140,0.8803993055555552,0.9513888888888888,0.7551724137931035
150,0.8853645833333337,0.9444444444444444,0.6456896551724138
160,0.8834201388888888,0.9513888888888888,0.6827586206896552
170,0.8871354166666676,0.9513888888888888,0.6706896551724136
180,0.8836111111111117,0.9513888888888888,0.6491379310344827
190,0.883871527777778,0.9375,0.6827586206896553
200,0.8892187499999997,0.9513888888888888,0.6663793103448276
210,0.8867187500000006,0.9513888888888888,0.6801724137931034
220,0.8799479166666668,0.9513888888888888,0.675
230,0.8834722222222225,0.9375,0.6508620689655173
240,0.8846874999999997,0.9513888888888888,0.6551724137931035
250,0.8856076388888887,0.9444444444444444,0.6456896551724137
260,0.8880381944444444,0.9652777777777778,0.6732758620689655
270,0.8882638888888885,0.9444444444444444,0.6284482758620689
280,0.8865798611111114,0.9513888888888888,0.6715517241379311
290,0.8829687499999997,0.9513888888888888,0.6801724137931036
300,0.885694444444445,0.9583333333333334,0.6525862068965519
310,0.8867013888888893,0.9444444444444444,0.6612068965517242
320,0.8861458333333323,0.9583333333333334,0.6543103448275862
330,0.8897222222222227,0.9722222222222222,0.6827586206896551
340,0.8905208333333333,0.9513888888888888,0.6517241379310346
350,0.8901388888888896,0.9513888888888888,0.7043103448275861
360,0.8855729166666658,0.9513888888888888,0.6543103448275862
370,0.8868749999999999,0.9444444444444444,0.6362068965517241
380,0.8887847222222222,0.9652777777777778,0.7008620689655174
390,0.8873437500000008,0.9513888888888888,0.7086206896551723
400,0.885989583333334,0.9444444444444444,0.7301724137931036
410,0.8926736111111111,0.9652777777777778,0.6620689655172413
420,0.8899131944444447,0.9513888888888888,0.6336206896551724
430,0.8904513888888893,0.9583333333333334,0.6491379310344827
440,0.8873958333333336,0.9513888888888888,0.725
450,0.8880208333333336,0.9513888888888888,0.6474137931034483
460,0.8889409722222216,0.9513888888888888,0.6465517241379312
470,0.8901736111111113,0.9652777777777778,0.6232758620689655
480,0.8910937500000005,0.9513888888888888,0.6137931034482759
490,0.8895138888888886,0.9513888888888888,0.6698275862068966
500,0.8890972222222218,0.9513888888888888,0.6844827586206897
