generation,meanFitness,bestFitness,diversity
0,0.6460416666666667,0.7430555555555556,0.8396551724137931
10,0.7472222222222229,0.8194444444444444,0.7758620689655173
20,0.798125,0.8541666666666666,0.6913793103448274
30,0.8321180555555553,0.9097222222222222,0.7448275862068965
40,0.8480902777777776,0.9305555555555556,0.6758620689655173
50,0.8603819444444443,0.9444444444444444,0.7370689655172413
60,0.8697395833333339,0.9513888888888888,0.7491379310344828
70,0.8727256944444445,0.9513888888888888,0.664655172413793
80,0.8778993055555557,0.9513888888888888,0.7129310344827586
90,0.8800173611111113,0.9513888888888888,0.7043103448275863
100,0.8816145833333345,0.9513888888888888,0.7215517241379311
110,0.8809201388888888,0.9513888888888888,0.703448275862069
120,0.8810937499999995,0.9583333333333334,0.7525862068965518
130,0.8832986111111115,0.9444444444444444,0.7206896551724137
140,0.8823611111111118,0.9444444444444444,0.7094827586206897
150,0.886788194444444,0.9583333333333334,0.710344827586207
160,0.8907812500000004,0.9583333333333334,0.6715517241379312
170,0.8947916666666668,0.9513888888888888,0.6681034482758621
180,0.8879687500000002,0.9513888888888888,0.6206896551724137
190,0.8919270833333327,0.9722222222222222,0.7353448275862069
200,0.8888888888888892,0.9444444444444444,0.6758620689655173
210,0.8922916666666668,0.9583333333333334,0.7112068965517241
220,0.8886458333333338,0.9513888888888888,0.7379310344827588
230,0.8886979166666675,0.9583333333333334,0.7155172413793104
240,0.8932291666666663,0.9583333333333334,0.7396551724137932
250,0.8930555555555562,0.9444444444444444,0.6810344827586208
260,0.8959548611111107,0.9722222222222222,0.6594827586206896
270,0.8868402777777775,0.9513888888888888,0.6767241379310345
280,0.8910763888888897,0.9513888888888888,0.6862068965517242
290,0.8949826388888884,0.9583333333333334,0.6431034482758621
300,0.8942534722222227,0.9513888888888888,0.6474137931034483
310,0.890659722222223,0.9583333333333334,0.6482758620689655
320,0.8955381944444444,0.9583333333333334,0.7482758620689655
330,0.8900520833333334,0.9513888888888888,0.6172413793103451
340,0.8939930555555552,0.9513888888888888,0.6870689655172413
350,0.8928819444444436,0.9652777777777778,0.6663793103448277
360,0.8954513888888889,0.9583333333333334,0.6258620689655171
370,0.8927777777777781,0.9722222222222222,0.675
380,0.8900868055555557,0.9513888888888888,0.7112068965517241
390,0.8927256944444438,0.9722222222222222,0.6568965517241379
400,0.894861111111111,0.9652777777777778,0.6991379310344829
410,0.8922222222222218,0.9583333333333334,0.606896551724138
420,0.8960069444444453,0.9513888888888888,0.6922413793103448
430,0.896892361111111,0.9652777777777778,0.6922413793103448
440,0.8909201388888894,0.9513888888888888,0.6525862068965517
450,0.8941493055555552,0.9652777777777778,0.7206896551724138
460,0.8920659722222227,0.9652777777777778,0.6172413793103448
470,0.8971527777777781,0.9652777777777778,0.671551724137931
480,0.8955555555555548,0.9652777777777778,0.6887931034482758
490,0.8942881944444444,0.9722222222222222,0.7077586206896551
500,0.8897916666666671,0.9513888888888888,0.6043103448275863
