generation,meanFitness,bestFitness,diversity
0,0.645625,0.7430555555555556,0.8612068965517242
10,0.7515972222222218,0.8194444444444444,0.7758620689655171
20,0.7963368055555554,0.8611111111111112,0.7206896551724138
30,0.824340277777778,0.9097222222222222,0.6637931034482759
40,0.8435069444444452,0.9305555555555556,0.5913793103448276
50,0.8592013888888895,0.9305555555555556,0.7120689655172414
60,0.8637152777777777,0.9375,0.6422413793103448
70,0.8697569444444437,0.9375,0.6017241379310345
80,0.8769270833333321,0.9583333333333334,0.6827586206896552
90,0.8786805555555552,0.9305555555555556,0.603448275862069
100,0.8847222222222225,0.9513888888888888,0.7318965517241379
110,0.8811284722222222,0.9444444444444444,0.6663793103448277
120,0.8846527777777773,0.9513888888888888,0.7060344827586208
130,0.888402777777778,0.9583333333333334,0.7094827586206897
140,0.8860937500000002,0.9513888888888888,0.7431034482758622
150,0.888767361111111,0.9513888888888888,0.7275862068965517
160,0.8835416666666659,0.9444444444444444,0.6706896551724137
170,0.8834722222222229,0.9375,0.6793103448275861
180,0.879392361111111,0.9513888888888888,0.6120689655172415
190,0.8886631944444453,0.9513888888888888,0.6956896551724137
200,0.887708333333333,0.9513888888888888,0.6370689655172415
210,0.8875868055555552,0.9583333333333334,0.6706896551724137
220,0.8903645833333331,0.9583333333333334,0.696551724137931
230,0.8901736111111103,0.9513888888888888,0.696551724137931
240,0.8870312499999997,0.9652777777777778,0.6818965517241379
250,0.8912326388888894,0.9652777777777778,0.6543103448275862
260,0.8929513888888895,0.9652777777777778,0.6422413793103448
270,0.8947222222222222,0.9583333333333334,0.6517241379310346
280,0.8894270833333335,0.9652777777777778,0.7043103448275861
290,0.8944965277777783,0.9583333333333334,0.6887931034482758
300,0.891163194444445,0.9791666666666666,0.6629310344827586
310,0.8929166666666666,0.9722222222222222,0.660344827586207
320,0.8923784722222226,0.9583333333333334,0.6482758620689656
330,0.8914236111111106,0.9652777777777778,0.6482758620689654
340,0.8906770833333334,0.9722222222222222,0.6681034482758621
350,0.8939756944444447,0.9652777777777778,0.6887931034482759
360,0.8923090277777781,0.9791666666666666,0.6913793103448275
370,0.898159722222221,0.9652777777777778,0.5905172413793105
380,0.8981944444444444,0.9652777777777778,0.7612068965517241
390,0.8944270833333329,0.9583333333333334,0.7301724137931035
400,0.8929166666666667,0.9513888888888888,0.7068965517241378
410,0.8941493055555558,0.9583333333333334,0.7094827586206895
420,0.8989583333333329,0.9722222222222222,0.6508620689655172
430,0.8966319444444448,0.9583333333333334,0.6689655172413794
440,0.894982638888889,0.9652777777777778,0.7465517241379309
450,0.8958159722222218,0.9652777777777778,0.643103448275862
460,0.8998437500000003,0.9652777777777778,0.6413793103448275
470,0.9011805555555555,0.9513888888888888,0.6189655172413793
480,0.8951909722222221,0.9583333333333334,0.618103448275862
490,0.8952604166666664,0.9513888888888888,0.6327586206896552
500,0.8962326388888893,0.9652777777777778,0.6663793103448276
