generation,meanFitness,bestFitness,diversity
0,0.17271111111111095,0.27555555555555555,0.6368321087996678
10,0.19706666666666664,0.3111111111111111,0.6172956395102269
20,0.19464444444444443,0.3111111111111111,0.6133464921342269
30,0.20388888888888881,0.3466666666666667,0.5979427553162509
40,0.19695555555555533,0.3466666666666667,0.594838304246857
50,0.19522222222222219,0.32,0.6209552039107991
60,0.20402222222222208,0.3466666666666667,0.6001847078636231
70,0.19382222222222217,0.37333333333333335,0.6274599672351259
80,0.19808888888888895,0.3466666666666667,0.6351766032935704
90,0.20206666666666667,0.35555555555555557,0.599764491732327
100,0.19344444444444456,0.36444444444444446,0.615957026810304
110,0.19979999999999984,0.35555555555555557,0.6149621611735565
120,0.2021555555555554,0.35555555555555557,0.6268621785278249
130,0.19586666666666658,0.32,0.6163384815570001
140,0.19675555555555546,0.36444444444444446,0.627635345873262
150,0.19217777777777784,0.29333333333333333,0.6144009099240707
160,0.19806666666666653,0.36444444444444446,0.5989377803564987
170,0.20782222222222224,0.35555555555555557,0.6248015853066401
180,0.19673333333333326,0.3466666666666667,0.625689425268636
190,0.2082888888888887,0.3466666666666667,0.6231506247862582
200,0.21273333333333358,0.3377777777777778,0.616497633411726
210,0.2048888888888888,0.38222222222222224,0.6127182044708607
220,0.19675555555555563,0.35555555555555557,0.592787572421442
230,0.1974,0.36444444444444446,0.6273358123567304
240,0.19831111111111085,0.3288888888888889,0.6206702906225517
250,0.20544444444444443,0.3377777777777778,0.5975727597866216
260,0.2108444444444446,0.3377777777777778,0.5899082083923427
270,0.19844444444444437,0.3288888888888889,0.6004434861941045
280,0.2078666666666667,0.35555555555555557,0.6008154344985553
290,0.20742222222222226,0.3111111111111111,0.6134779135049652
300,0.2002666666666667,0.36444444444444446,0.6263745131062578
310,0.209377777777778,0.3377777777777778,0.634156425166858
320,0.19106666666666686,0.28444444444444444,0.6165340058528208
330,0.19908888888888895,0.35555555555555557,0.6114021761453804
340,0.20162222222222229,0.35555555555555557,0.5766836590209886
350,0.19264444444444442,0.32,0.6221704315947292
360,0.19144444444444417,0.3111111111111111,0.6447895691101299
370,0.19568888888888883,0.3288888888888889,0.6092453240600153
380,0.1963555555555556,0.3377777777777778,0.6248189024509154
390,0.198888888888889,0.37333333333333335,0.6182124349550713
400,0.19664444444444446,0.3111111111111111,0.619711519363265
410,0.19859999999999997,0.3466666666666667,0.6270092467975393
420,0.19228888888888884,0.3377777777777778,0.5930186889744846
430,0.19666666666666682,0.3377777777777778,0.6220155312984138
440,0.2015111111111108,0.3377777777777778,0.5927906444697609
450,0.19931111111111113,0.3288888888888889,0.5894429929706773
460,0.20180000000000003,0.3288888888888889,0.6348179398153162
470,0.19984444444444452,0.3288888888888889,0.6097508086575034
480,0.1943555555555555,0.3466666666666667,0.6137461417894469
490,0.20557777777777772,0.32,0.6301202130787001
500,0.20211111111111105,0.3377777777777778,0.5993296609366249
