generation,meanFitness,bestFitness,diversity
0,0.17719999999999989,0.32,0.6313232789654012
10,0.1950444444444444,0.35555555555555557,0.6234656930829299
20,0.2004666666666666,0.3377777777777778,0.5828262126777106
30,0.19933333333333345,0.4088888888888889,0.5747539665613826
40,0.20046666666666668,0.4,0.6084043203212343
50,0.19697777777777786,0.3466666666666667,0.6155889356511127
60,0.2079333333333331,0.4,0.6071688728990656
70,0.1987333333333332,0.3111111111111111,0.6280936934122879
80,0.19868888888888886,0.36444444444444446,0.5632377905584801
90,0.19393333333333349,0.3377777777777778,0.5905633139997376
100,0.19666666666666668,0.36444444444444446,0.6107300324954266
110,0.1977333333333334,0.39111111111111113,0.6187480379069588
120,0.2051777777777779,0.36444444444444446,0.6264062138796723
130,0.19959999999999986,0.3466666666666667,0.6025162892966497
140,0.19844444444444434,0.37333333333333335,0.6063046146284842
150,0.20211111111111127,0.36444444444444446,0.6115460353203986
160,0.20624444444444429,0.38222222222222224,0.6325801830625579
170,0.19819999999999993,0.3466666666666667,0.6411765212093804
180,0.19562222222222223,0.3377777777777778,0.6280247966695123
190,0.20144444444444448,0.3288888888888889,0.6084374946113356
200,0.2044888888888886,0.3111111111111111,0.6051321808756276
210,0.19935555555555556,0.32,0.6155386500511449
220,0.2016000000000001,0.3377777777777778,0.6138677721172419
230,0.20353333333333345,0.38222222222222224,0.5519870284326516
240,0.19862222222222223,0.37333333333333335,0.6032511031287994
250,0.21264444444444425,0.4,0.6141685003286923
260,0.19524444444444433,0.3111111111111111,0.6429642778702457
270,0.21022222222222248,0.3466666666666667,0.5726110119787038
280,0.2002888888888889,0.3466666666666667,0.5687809758452242
290,0.20424444444444428,0.39111111111111113,0.5961334833958354
300,0.19982222222222235,0.35555555555555557,0.6259532843912786
310,0.2048888888888891,0.3466666666666667,0.6270466286418419
320,0.2022444444444445,0.3466666666666667,0.6051690883378897
330,0.20311111111111108,0.37333333333333335,0.617853270217477
340,0.19813333333333336,0.3288888888888889,0.6338792485998702
350,0.20406666666666662,0.37333333333333335,0.5995660344703608
360,0.20315555555555573,0.3466666666666667,0.6049114309796961
370,0.19868888888888872,0.3022222222222222,0.6253498008714533
380,0.19608888888888895,0.3288888888888889,0.6255402606131767
390,0.19808888888888862,0.32,0.6300696432036555
400,0.19957777777777774,0.36444444444444446,0.6182367263282667
410,0.20639999999999983,0.39111111111111113,0.6000453396492273
420,0.19882222222222226,0.35555555555555557,0.625646260142273
430,0.19608888888888878,0.35555555555555557,0.6189851890059266
440,0.1924888888888888,0.32,0.6286130436013891
450,0.19471111111111114,0.32,0.6347699718687423
460,0.1909999999999998,0.32,0.5984021022423148
470,0.20048888888888894,0.39111111111111113,0.628443541290884
480,0.19528888888888876,0.37333333333333335,0.6236530793142665
490,0.19026666666666667,0.3111111111111111,0.6015811680020569
500,0.19813333333333344,0.3377777777777778,0.6121637097151452
